Time,Smile,AU04,AU02,AU15,Trackerfail,AU18,AU09,negAU12,AU10,Expressive,Unilateral_LAU12,Unilateral_RAU12,AU14,Unilateral_LAU14,Unilateral_RAU14,AU05,AU17,AU26,Forward,Backward
10.8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.6,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.8,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.3,0,0,0,0,75,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
29.9,0,0,0,0,75,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
30.9,0,0,0,0,50,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,30.769,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,42.857
0.2,1,0,0,0,30.769,0,0,0,0,0,75,0,0,0,0,0,0,0,0,42.857
0.4,1,0,0,0,30.769,0,0,0,0,0,75,0,0,0,0,0,0,0,0,57.143
0.7,1,0,0,0,30.769,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,57.143
0.8,1,0,0,0,23.077,0,0,0,0,0,50,0,0,0,0,0,0,0,0,28.571
1.3,1,0,0,0,15.385,0,0,0,0,0,50,0,0,0,0,0,0,0,0,14.286
1.5,0,0,0,0,15.385,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,14.286
1.6,0,0,0,0,15.385,0,0,0,0,0,37.5,14.286,0,0,0,0,0,0,0,14.286
2,0,0,0,0,15.385,0,0,0,0,0,37.5,28.571,0,0,0,0,0,0,0,14.286
2.2,0,0,0,0,15.385,0,0,0,0,0,37.5,28.571,0,0,0,0,0,0,0,0
2.4,0,0,0,0,15.385,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
2.5,0,0,0,0,15.385,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
3,0,0,0,0,30.769,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
3.2,0,0,0,0,23.077,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
3.4,0,0,0,0,30.769,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
3.5,0,0,0,0,38.462,0,0,0,0,0,37.5,14.286,0,0,0,0,0,0,0,0
3.7,0,0,0,0,38.462,0,0,0,0,0,37.5,14.286,0,0,0,0,0,0,0,0
4,0,0,0,0,30.769,0,0,0,0,0,25,14.286,0,0,0,0,0,0,0,0
4.1,0,0,0,0,30.769,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
4.3,0,0,0,0,23.077,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,15.385,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
5,0,0,0,0,7.692,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
6.3,0,0,0,0,15.385,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
6.4,0,0,0,0,23.077,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
6.9,0,0,0,0,23.077,0,0,0,0,0,12.5,14.286,0,0,0,0,0,0,0,0
7,0,0,0,0,15.385,0,0,0,0,0,12.5,14.286,0,0,0,0,0,0,0,0
7.8,0,0,0,0,7.692,0,0,0,0,0,12.5,14.286,0,0,0,0,0,0,0,0
7.9,0,0,0,0,7.692,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
12.1,0,0,0,0,7.692,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
12.2,0,0,0,0,7.692,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
12.3,0,0,0,0,7.692,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
12.4,0,0,0,0,7.692,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
12.5,0,0,0,0,7.692,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
13,1,0,0,0,15.385,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
13.2,1,0,0,0,23.077,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0
13.3,1,0,0,0,23.077,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0
13.6,1,0,0,0,23.077,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0
13.8,1,0,0,0,23.077,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0
14.3,1,0,0,0,23.077,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0
14.8,1,0,0,0,23.077,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
15.6,0,0,0,0,23.077,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
15.7,0,0,0,0,23.077,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0
16.4,0,0,0,0,15.385,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0
16.6,0,0,0,0,15.385,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
17.3,0,0,0,0,15.385,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
17.5,0,0,0,0,15.385,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
17.9,0,0,0,0,15.385,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
18.3,0,0,0,0,23.077,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
19.5,0,0,0,0,23.077,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
20.1,0,0,11.111,0,23.077,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
20.3,0,0,11.111,0,23.077,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,14.286
20.4,0,0,22.222,0,23.077,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,14.286
20.7,0,0,33.333,0,30.769,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,14.286
20.8,0,0,22.222,0,38.462,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,14.286
20.9,0,0,22.222,0,46.154,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,14.286
21,0,0,22.222,0,46.154,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,14.286
21.1,0,0,11.111,0,46.154,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,14.286
21.2,0,0,11.111,0,46.154,0,0,0,0,0,75,0,0,0,0,0,0,0,0,14.286
21.3,0,0,22.222,0,46.154,0,0,0,0,0,75,0,0,0,0,0,0,0,0,14.286
21.4,1,0,33.333,0,46.154,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
21.5,1,0,33.333,0,69.231,14.286,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0
21.7,1,0,33.333,0,69.231,14.286,0,0,0,0,100,0,0,0,0,0,0,0,0,0
21.8,1,0,33.333,0,76.923,14.286,0,0,0,0,100,0,0,0,0,0,0,0,0,0
22.3,1,0,11.111,0,92.308,14.286,0,0,0,0,100,0,0,0,0,0,0,0,0,0
22.4,1,0,0,0,92.308,14.286,0,0,0,0,100,14.286,0,0,0,0,0,0,0,0
22.5,1,0,0,0,92.308,0,0,0,0,0,100,14.286,0,0,0,0,0,0,0,0
22.8,1,0,0,0,100,0,0,0,0,0,100,14.286,0,0,0,0,0,0,0,0
23.5,1,0,0,0,100,0,0,0,0,0,87.5,14.286,0,0,0,0,0,0,0,0
23.8,1,0,0,0,100,0,0,0,0,0,87.5,28.571,0,0,0,0,0,0,0,0
26.1,1,0,0,0,100,0,0,0,0,0,87.5,28.571,0,0,0,0,0,0,0,0
26.2,1,0,0,0,100,0,0,0,0,0,87.5,28.571,0,0,0,0,0,0,0,0
26.5,1,0,0,0,100,0,0,0,0,0,75,28.571,0,0,0,0,0,0,0,0
26.8,1,0,0,0,100,0,0,0,0,0,62.5,28.571,0,0,0,0,0,0,0,0
27,1,0,0,0,100,0,0,0,0,0,50,28.571,0,0,0,0,0,0,0,0
27.3,0,0,0,0,100,0,0,0,0,0,50,14.286,0,0,0,0,0,0,0,0
27.4,0,0,0,0,100,0,0,0,0,0,50,14.286,0,0,0,0,0,0,0,0
27.8,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
28,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
28.2,0,0,0,0,100,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
28.5,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
28.9,0,0,0,0,100,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
39.4,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
39.8,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
40.7,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
41.2,0,0,0,0,100,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
41.3,0,0,0,0,100,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0
42,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
42.2,0,0,0,0,100,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
42.3,0,0,0,0,100,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
42.8,0,0,0,0,100,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
51.4,0,0,0,0,100,0,0,0,0,0,12.5,14.286,0,0,0,0,0,0,0,0
51.5,0,0,0,0,100,0,0,0,0,0,12.5,28.571,0,0,0,0,0,0,0,0
51.8,0,0,0,0,100,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
53.2,0,0,0,0,100,0,0,0,0,0,37.5,28.571,0,0,0,0,0,0,0,0
53.6,0,0,0,0,100,0,0,0,0,0,37.5,42.857,0,0,0,0,0,0,0,0
54,0,0,0,0,100,0,0,0,0,0,37.5,57.143,0,0,0,0,0,0,0,0
54.1,0,0,0,0,100,0,0,0,0,0,37.5,71.429,0,0,0,0,0,0,0,0
55.2,0,0,0,0,92.308,0,0,0,0,0,37.5,71.429,0,0,0,0,0,0,0,0
55.7,0,0,0,0,92.308,0,0,0,0,0,25,71.429,0,0,0,0,0,0,0,0
56.1,0,0,0,0,92.308,0,0,0,0,0,25,57.143,0,0,0,0,0,0,0,0
56.7,0,0,0,0,84.615,0,0,0,0,0,37.5,57.143,0,0,0,0,0,0,0,0
56.9,0,0,0,0,84.615,0,0,0,0,0,37.5,42.857,0,0,0,0,0,0,0,0
57.5,0,0,0,0,84.615,0,0,0,0,0,50,42.857,0,0,0,0,0,0,0,0
57.6,0,0,0,0,84.615,0,0,0,0,0,37.5,42.857,0,0,0,0,0,0,0,0
57.7,0,0,0,0,84.615,0,0,0,0,0,37.5,28.571,0,0,0,0,0,0,0,0
58.9,0,0,0,0,84.615,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
59.2,0,0,0,0,84.615,0,0,0,0,0,25,28.571,0,0,14.286,0,0,0,0,0
59.3,0,0,0,0,84.615,0,0,0,0,0,25,28.571,0,0,0,0,0,0,0,0
60,0,0,0,0,84.615,0,0,0,0,0,37.5,28.571,0,0,0,0,0,0,0,0
61,0,0,0,0,84.615,0,0,0,0,0,37.5,42.857,0,0,0,0,0,0,0,0
61.1,0,0,0,0,92.308,0,0,0,0,0,37.5,42.857,0,0,0,0,0,0,0,0
61.2,0,0,0,0,100,0,0,0,0,0,37.5,42.857,0,0,0,0,0,0,0,0
61.9,0,0,0,0,100,0,0,0,0,0,37.5,28.571,0,0,0,0,0,0,0,0
62,0,0,0,0,84.615,0,0,0,0,0,37.5,14.286,0,0,0,0,0,0,0,0
62.4,0,0,0,0,69.231,0,0,0,0,0,37.5,14.286,0,0,0,0,0,0,0,0
62.6,0,0,0,0,61.538,0,0,0,0,0,37.5,14.286,0,0,0,0,0,0,0,0
62.7,0,0,0,0,61.538,0,0,0,0,0,25,14.286,0,0,0,0,0,0,0,0
62.8,0,0,0,0,53.846,0,0,0,0,0,25,14.286,0,0,0,0,0,0,0,0
0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,0,0,0,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,16.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
2.1,0,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
2.2,0,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
2.3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,33.333,0,0
2.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,44.444,25,0
2.6,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,55.556,25,0
2.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,44.444,25,0
3,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,66.667,25,0
3.1,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,44.444,25,0
3.4,0,0,0,0,0,0,0,0,0,66.667,25,0,0,0,0,0,0,44.444,25,0
3.5,0,0,0,0,0,0,0,0,0,66.667,25,0,33.333,0,0,0,0,44.444,0,0
3.6,0,0,0,0,0,0,0,0,0,0,25,0,33.333,0,0,0,0,44.444,0,0
4,0,0,0,0,0,0,0,0,0,0,25,0,33.333,0,0,0,0,33.333,0,20
4.1,0,0,0,0,0,0,0,0,0,0,25,0,33.333,0,0,0,0,22.222,0,20
4.5,0,0,0,0,0,0,0,0,0,0,25,0,33.333,0,0,0,0,11.111,0,20
4.6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,11.111,0,20
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,20
5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
8.7,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
11.7,0,0,0,0,0,0,0,0,0,66.667,25,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,66.667,25,0,0,0,0,0,25,0,0,0
14.4,1,0,0,0,0,0,0,0,0,66.667,25,0,0,0,0,0,25,0,0,0
14.5,1,0,0,0,0,0,0,0,0,66.667,25,0,0,0,0,0,50,0,0,0
14.6,1,0,0,0,0,0,0,0,0,66.667,25,0,0,0,0,0,50,0,0,0
14.8,1,0,0,0,0,0,0,0,0,66.667,25,0,33.333,0,0,0,25,0,0,0
14.9,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,25,0,0,0
15.2,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,25,0,0,0
15.3,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,25,0,0,0
15.4,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,0
16.1,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
16.4,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,25,0
16.7,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,50,0
16.9,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,75,0
17.5,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,50,0
17.9,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,75,0
18,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,75,0
18.2,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,50,0
18.5,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,25,0
20.9,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,25,0
21.1,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
21.4,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
22,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,20,0,0,0,0
22.1,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,40,0,0,0,0
22.8,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,20,0,0,0,0
27.2,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
27.6,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
31.5,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
33,1,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
33.2,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
34,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
34.8,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
35,1,0,0,0,0,16.667,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
35.2,1,0,0,0,0,33.333,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
35.3,1,0,0,0,0,16.667,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
35.4,1,0,0,0,0,16.667,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
35.5,1,0,0,0,0,16.667,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
36,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
36.1,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
38.3,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
38.8,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
39.1,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
39.5,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,0
39.8,1,0,0,0,0,0,0,0,0,66.667,0,0,66.667,0,0,0,0,0,0,0
40.6,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,0
40.8,1,0,0,0,0,0,0,0,0,66.667,0,0,33.333,0,0,0,0,11.111,0,0
40.9,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
41,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,20,0,22.222,0,0
42.1,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,22.222,0,0
44.8,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,33.333,0,0
47.5,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,22.222,0,0
48.3,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
48.6,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
48.8,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
49,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
49.7,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.2,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
50.4,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,0
51.7,1,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
52.6,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,0
52.7,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,11.111,0,20
52.8,0,0,0,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,20
52.9,0,0,0,0,16.667,0,0,0,0,66.667,0,0,0,0,0,0,0,0,0,20
53,0,0,0,0,16.667,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,66.667,14.286,0,0
1.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,33.333,14.286,0,0
2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,33.333,14.286,0,0
2.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,33.333,14.286,0,0
3.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,33.333,14.286,0,0
4.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,33.333,14.286,0,0
4.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,14.286,0,0
6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,14.286,0,25
6.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,14.286,0,0
7,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,75,0,14.286,0,0
7.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,14.286,0,0
7.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,14.286,0,0
8.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,33.333,14.286,0,0
8.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,33.333,14.286,0,0
8.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,33.333,0,0,0
9.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,33.333,0,0,0
10.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,33.333,0,0,0
10.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,33.333,0,50,0
11,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,50,0
11.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,75,0
11.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,50,0
12,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,25,0
12.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
12.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,25
12.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,50
12.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,25
13.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
14,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,25,0,0,0,0
17,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,50,0,0,0,0
17.5,0,0,0,0,0,0,0,0,0,100,0,0,0,50,0,50,0,0,0,0
17.7,0,0,0,0,0,0,0,0,0,100,0,0,0,50,0,25,0,0,0,0
18.1,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,25,0,0,0,0
18.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
20.4,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,25,0,0,0,0
21,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,25,33.333,0,0,0
21.7,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,33.333,14.286,0,0
23.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
25,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,28.571,0,0
25.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,28.571,0,0
25.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,28.571,0,0
25.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
28.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,14.286,0,0
28.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
28.4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
31.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
31.9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
36,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
40.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,14.286,0,0
41,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,75,0,14.286,0,0
41.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,14.286,0,0
41.3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
43.5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
44,0,0,0,0,0,0,0,25,0,100,0,0,0,0,0,25,0,0,0,0
44.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
44.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,20,25,0,0,0,0
45.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
46.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
50,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
51,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
51.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,14.286,0,0
52.7,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
55,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
57.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
58,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
58.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
59.1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
59.2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
59.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
60.1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0
60.2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25,0,0,0,0
61.7,0,0,0,0,0,0,0,0,0,100,0,0,0,25,0,25,0,0,0,0
62,0,0,0,0,0,0,0,0,0,100,0,0,0,50,0,25,0,0,0,0
62.4,0,0,0,0,0,0,0,0,0,66.667,0,0,0,50,0,25,0,0,0,0
0,0,0,25,33.333,0,0,0,0,0,33.333,0,0,0,0,0,0,75,0,0,0
1,0,0,25,33.333,0,0,0,0,0,33.333,0,0,0,0,0,0,75,0,0,33.333
1.3,0,0,25,33.333,0,0,0,0,0,33.333,0,0,0,0,0,0,75,0,0,0
2,0,0,25,33.333,0,0,0,0,0,33.333,0,0,0,0,0,0,100,0,0,33.333
3.1,0,0,25,33.333,0,0,0,0,0,33.333,0,0,0,0,0,0,100,0,0,0
28.5,0,0,25,33.333,33.333,0,0,0,0,33.333,0,0,0,0,0,0,100,0,0,0
31,0,0,25,33.333,0,0,0,0,0,33.333,0,0,0,0,0,0,75,0,0,0
0,0,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0
2.8,0,0,0,0,20,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0
3.3,0,0,0,0,40,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0
